gene_name	IMMU.BC2.0118.FIXT.01.RNA.01	IMMU.BC2.0140.FIXT.01.RNA.01	IMMU.BC2.0145.FIXT.01.RNA.01	IMMU.BC2.0151.FIXT.01.RNA.01	IMMU.BC2.0159.FIXT.02.RNA.01	IMMU.BC2.0163.FIXT.01.RNA.01	IMMU.BC2.0166.FIXT.01.RNA.01
RPSAP58	1.385167	0.466184	1.184561	1.842512	0.843677	1.165908	0.76807
LINC00457	0	0	0	0.091913	0	0	0
PVALEF	0	0.011403	0.005743	0	0	0	0.00798
AL121584.1	0	0	0	0	0	0	0
AC092601.1	0	0	0	0	0	0	0
AL353898.1	0.530958	0	0.425241	0.127705	0.574978	0.090175	0.433794
PPIAP8	0	0	0	0.034243	0	0	0
AC073283.1	0.546734	1.186623	0.670745	0.318936	0.99577	0.479183	1.508104
REREP1Y	0	0	0	0	0	0	0
PLEKHM1	9.210447	13.430058	19.253573	9.256143	18.470864	14.012214	12.43396
AL136455.1	0	0	0	0	0	0	0
ZNF33BP1	1.261065	0.901512	0.941106	0.3727	1.236301	0.614716	0.79206
RPS12P26	10.619672	1.436287	4.530239	4.355435	6.150611	2.995393	8.937738
LINC00092	0.005337	0.842248	0.059992	0.021762	0.483275	0.141921	2.569774
AC078962.1	0.282057	2.021043	1.708285	0.83178	4.596753	0.582711	1.312252
RPL10P17	0	0	0	0	0	0	0
SSXP3	0	0	0	0	0	0	0.00929
AC246787.1	0.089098	0.086687	0.186502	0.11952	0.430414	0.192962	0.162016
AL139230.1	0.83831	0.460051	0.385549	0.17497	0.598158	0.784874	0.822433
AC078883.1	0.521489	1.739251	1.513005	0.627007	1.486699	0.533892	0.617151
MIR137HG	0.220544	0.003779	0.148085	0.054723	0.488983	0.023853	0.021802
AL133387.1	0	0	0.035365	0.210923	0	0	0
AC092637.1	0	0	0	0	0	0	0
DUXAP9	25.177725	14.151616	27.556516	8.339946	49.523057	3.262575	67.078886
AKR1B1P6	0	0	0	0	0	0	0
AC073367.1	0.428642	1.359649	2.075918	0.60618	1.590688	1.049239	1.078506
AC079790.1	0.041201	0	0	0.293576	0.038039	0	0
SMARCE1P1	0.413139	1.084935	0.858024	0.365177	0.904995	0.647163	1.125281
AC007362.1	0	0	0.0346	0.206111	0	0.037873	0.112047
HSPA7	2.879629	6.305026	3.065354	3.042573	8.188321	3.060666	3.051626
AP001628.1	3.29804	0.415819	0.538718	0.365939	0.502556	0.448498	0.384632
PLA2G12AP2	0	0	0	0	0	0	0.177479
CHCHD4P5	0	0	0.029435	0	0	0	0
RPS27AP12	2.1461	3.369814	5.739311	1.95402	4.202991	1.713469	4.92401
ARL2BPP10	0	0	0	0	0	0	0
LINC01795	0	0	0.011803	0	0	0.013509	0
AC008937.1	0	0	0	0.028064	0	0	0.028019
LINC02470	0	0	0.009372	0	0	0	0.025811
AL592402.1	0	0	0.028058	0.041229	0	0.124072	0
TRAPPC12-AS1	0.035091	0.017601	0.020555	0.028303	0.017519	0	0.070604
INTS6L-AS1	0	0.056958	0.099052	0.049028	0.277182	0.036223	0.043395
AP000936.2	0	0	0	0	0	0	0.020205
Z93015.1	0	0	0.034156	0	0	0	0
RPL21P107	0	0	0	0	0.044036	0	0
AC117490.1	0	0	0	0	0	0	0
COX6B1P7	0	0	0	0	0	0	0
AL021026.1	1.837199	4.540865	3.263939	4.867242	1.452467	0.229255	0.105634
AC069152.1	0	0	0	0	0	0	0
RPS2P1	0	0.03995	0.116583	0.016148	0.039688	0.140585	0.063858
LINC00378	0	0	0	0	0	0	0
RPL5P25	0.021713	0	0.025097	0	0	0.014337	0.034292
AC011225.1	0	0	0	0	0	0	0
ARMC8P1	0	0	0	0	0	0	0
LINC01297	0	0.037457	0.021786	0	0.220534	0	0.952334
TRAPPC2P5	0	0	0	0	0	0	0
AC009478.1	0	0.067034	0.17545	0	0	0	0
ST13P6	0.060423	0.015449	0.018266	0	0.033265	0.053055	0.068904
PCDH9-AS3	0	0	0	0	0	0	0
ZNRF2P2	2.022294	1.464521	3.608317	1.520558	1.612025	2.61413	4.899929
TAF1A-AS1	0.708505	0.32864	0.795653	0.619184	0.465049	0.581435	1.185285
RPL8P2	0	0	0	0	0	0	0
LINC00705	0.007943	0	0.009608	0	0	0.022383	0
CICP12	0	0	0	0	0	0	0
AC074281.1	0	0	0	0	0	0	0
AL451074.3	0	0	0	0	0.042338	0	0
NUP210P2	0	0	0	0	0	0	0
MTND1P18	0	0	0	0	0	0	0
AL121987.1	0.028243	0.192193	0.064008	0	0.027124	0.01813	0.021686
AL158013.1	0	0	0	0	0	0	0
AP000350.2	0	0	0.009504	0.006388	0.008145	0.005537	0.026526
AC018693.1	0	0	0	0	0	0.022467	0
LINC01770	4.160379	0.611408	2.681574	1.998015	0.452108	1.13876	3.37247
AC005105.1	0	0	0	0	0	0	0
OFD1P13Y	0	0	0	0	0	0	0
RPL29P29	0	0	0	0	0	0	0
AL158212.1	0.099239	0.258004	0.049657	0.07565	0.249848	0.267548	0.128413
ABCD1P4	0	0	0	0	0	0	0
OSTCP2	0	0	0	0	0	0.030639	0
MTND4P4	0	0	0	0	0	0	0
AC126124.1	0	0	0.141871	0	0	0	0.180699
LINC00113	0	0	0	0	0.037819	1.762092	0
AL139240.1	0	0	0	0	0	0	0
AL591623.1	1.150153	2.400141	1.843156	0.663543	2.066349	1.168304	2.764939
AL117341.1	0	0	0	0	0	0	0
AC106901.1	0	0	0	0	0	0	0
ASS1P11	0.024288	0	0.02899	0.039377	0	0	0.0502
DNAJC19P4	0	0.072913	0	0	0	0	0
AL024474.2	0	0	0	0	0	0	0
AL513327.1	0.627345	0.141054	0.193841	0.032443	3.033435	0.600802	6.716429
AC018634.1	0.186365	0.674969	0.586997	0.629003	0.547591	0.035795	0.300174
AL591178.1	0	0	0	0	0	0	0
LINC00350	0	0	0.009586	0	0	0	0
LINC01427	0.011169	0.023482	0.017223	0.011413	0.008867	0.010089	0.033776
Z84721.1	0	0	0	0	0	0	0
AL583804.1	0	0.02032	0	0	0	0	0
USP9YP19	0	0	0	0	0	0	0
USP17L3	0	0	0	0.00408	0	0	0.007398
LINC01594	0.275756	0.029595	0	0.171148	0	0.019476	0.023299
LHFPL3-AS2	0	1.291335	0.079617	0.07378	0.096558	0.486654	0.099637
AF064860.1	0	0.559042	0.244003	0.262605	0.103016	0.205308	1.610593
LINC01678	0.318987	0.337555	0.197064	0.468666	1.100308	0.163237	0.060069
AL035404.1	0	0	0.019121	0	0	0	0
AL391811.1	0.056365	0	0.029884	0	0	0	0.157794
AC016027.1	0.049137	0.582231	0.687059	0.472571	1.043787	0.552395	1.205204
HMGB3P1	0	0	0	0.107727	0	0.021252	0
AL353608.1	0.406639	0.158801	0.030703	0	0.051586	0	0
RPL23AP18	0.094363	0.175668	0.40845	0	0.257726	0.170179	0.203441
AL354740.1	4.316559	0.499159	1.625376	1.78799	0.855907	0.451116	0.674432
AC013269.1	0	0	0	0	0	0	0
AC079630.1	0.239316	0.611747	0.366933	0.115661	1.06491	0.13201	0.378835
RPL21P66	0	0	0	0	0	0	0
AL035252.1	0	0.017919	0	0	0.035662	0	0
SNX18P3	0	2.123468	1.834911	3.304975	0.778511	2.667158	8.476748
SLC25A5P8	0	0	0.01042	0	0.017758	0	0.014311
AC022080.2	0.304026	1.404215	0.900819	0.634995	1.485212	0.84495	1.488527
FREM2-AS1	0	0	0	0	0	0	0
RPL31P53	0	0	0	0	0	0	0
RPL7AP52	0	0	0.024487	0	0	0	0
ARL6IP1P2	0	0	0	0	0.032739	0	0
AC093840.1	0	0	0.045453	0.068924	0	0	0.061594
RPF2P1	0	0	0	0	0	0.011855	0.014158
MIPEPP1	0.02012	0.076575	0.166994	0.016388	0.062887	0.532362	0.136403
AL358393.1	0	0	0	0	0	0	0
AL772155.2	0	0	0	0	0	0	0
PPP1R26-AS1	2.210395	0.34391	4.110349	3.397674	2.035304	1.279457	4.863435
CT62	0.065251	0.02496	0.011402	0.012805	0.034274	0.010752	0.133003
ATP6V0E1P1	0	0	0.188727	0	0.159947	0.099843	0.12007
AC078942.1	0	0.062326	0.127036	0	0.030703	0	0.36714
TDGF1P3	0	0	0	0	0	0.003483	0.009187
AC009506.2	0	0	0	0	0	0	0
AC243962.1	0.099852	0.127728	0.018593	0.238579	0.251548	0.020939	0.050103
CICP8	0	0	0	0	0	0	0
TMEM246-AS1	0	0	0.02816	0	0.056366	0	0
NRSN2-AS1	0.582675	1.582677	2.483318	1.423254	1.793018	2.512461	10.370724
AC015977.2	0	0	0.689585	0	0	0	0
IGKV1OR9-2	0	0	0	0	0	0	0
RPS5P7	0	0	0	0	0	0	0
SFTA1P	0.41436	0.239829	0.7059	0.384723	0.06027	1.724636	0.338439
AL606662.1	0	0	0	0	0	0	0
AL353572.1	0	0	0	0	0	0	0
AC099754.1	0	0	0	0	0	0	0
AL591896.1	0	0	0	0	0	0	0
NHEG1	0.010719	0	0	0	0	0	0
AC016700.1	0	0	0	0	0.085134	0.054684	0.065479
BX571846.1	0.429385	0.648191	1.11382	0.383601	0.335446	0.356786	0.400224
AC106883.1	0	0	0	0	0	0	0.026094
FAM236D	0	0	0.028785	0	0	0	0
AC244505.3	0	0	0	0	0	0	0
PGM5P4	0	0.050552	0.032666	0	0.05064	0	0
AC121247.1	0.408401	1.202096	1.419254	0.45764	0.63721	0.19825	1.02197
RAB28P5	0	0	0.063206	0	0	0	0
TGIF2P1	1.241027	0.860302	0.870582	1.263221	0.751116	0.955588	0.761994
AC010878.1	0	0.014793	0.017285	0	0	0.009973	0.047718
RPL26P34	0	0	0	0	0	0	0
RPS15AP17	0	0	0	0	0	0.037429	0
AC080125.1	0	0	0.015137	0	0.051353	0	0
AC025188.1	0.031501	0.030358	0.053048	0.050242	0.029927	0.019956	0.047746
AL136980.1	0.221049	0.560547	0.10194	0	0.309864	0.274445	0.218926
CR786580.1	0.462705	0.338417	0.169074	0.02406	0.26225	0.211617	0.394046
LINC02557	0	0	0	0	0	0	0
CCRL1P1	0	0.018203	0.12425	0.054561	0.060996	0.02924	0.12865
AC104843.1	0.096901	0	0.048586	0	0	0.105024	0.062927
AL049648.1	0	0	0	0	0	0	0
AKR1C5P	0.030793	0.029731	0.051959	1.154751	0.029321	0.390982	0.140407
RPL21P3	0.189201	0.224214	0.226345	0.072342	0.407198	0.055775	0.200421
AC104134.1	0	0.032808	0.187114	0.051636	0.057572	0.033532	0.20716
AC019330.1	0	0.120778	0	0	0	0	0
RBMS1P1	0.026657	0.027116	0	0.043877	0.027353	0.02857	0.033776
TNPO1P1	0.961478	2.009048	1.183549	0.831901	2.719952	0.560956	1.471907
AL391869.1	0	0	0	0	0	0	0
LINC00331	0	0	0	0	0	0	0
NDUFB4P7	0.074935	0	0	0	0.064716	0	0
LINC01671	0.054533	0.241752	0.094278	0.044376	0.598034	0.159273	1.523577
MTND1P12	0	0	0	0	0	0	0
LINC01504	0.60367	1.151265	2.103059	3.118321	1.288743	0.35653	0.526269
PACRG-AS2	0	0	0	0	0	0	0
KRT41P	0	0	0	0	0	0.015633	0.065428
BOLA3-AS1	0.154716	1.124314	0.736084	0.3087	0.695345	1.16687	1.290707
MPRIP-AS1	0	0	0.01707	0	0	0.009848	0.011777
AC004938.1	0	0	0	0	0	0	0
LINC01867	0	0	0	0	0	0	0
LINC01763	0	0.028195	0.010993	0	0.009415	0.031956	0.091707
RPS15AP10	9.588862	4.584645	5.838738	4.061026	6.292056	2.592476	6.124311
AC009477.1	0	0	0	0	0	0	0
RAB6C-AS1	1.539505	0.073154	0.444214	2.39366	0.254886	0.129859	0.010732
AL021707.1	0.337303	0.514969	0.483695	0.300223	0.310627	0.205566	0.123012
AC092634.2	0	0	0.234638	0	0	0	0
TPI1P4	0	0	0	0	0	0	0
AC073346.1	0.036733	0	0.020334	0	0	0	0
AL049812.2	0.031992	0	0	0.076508	0	0	0.217785
AL590233.1	0	0	0	0	0	0	0
FDPSP1	0	0	0	0	0	0	0
ZNF70P1	0.029678	0	0	0	0	0	0.022655
RFPL1S	0.134498	0.472155	0.210637	0.075125	0.457694	0.166088	0.562267
OFD1P10Y	0	0	0	0	0	0	0
AL023773.1	0	0	0	0	0	0	0
JPX	12.908406	26.638701	24.357588	14.22964	37.258401	10.55412	44.826127
BX119917.1	0	0	0	0	0	0	0
AL136366.1	0.217748	1.541989	0.614207	0.222776	0.859241	0.46885	1.442141
ATP13A4-AS1	0.254131	0	0.02429	0.216493	0.020664	0	0
AC099789.1	0	0	0	0	0	0	0
MTCO3P5	0	0	0	0	0	0	0
AC099730.1	0	0	0.12007	0	0	0	0
AL031737.1	0	0	0	0	0	0	0
PLCB1-IT1	0.618644	1.487405	2.25271	1.194778	2.891206	2.059383	7.845957
AC006548.1	0	0	0	0	0	0	0
RPS6P14	0	0	0	0	0	0	0
RPL22P4	0	0	0.17078	0	0	0.523733	0.171091
NUTM2B-AS1	13.239331	25.962359	16.555313	15.474214	65.040826	48.472302	49.392958
AL663058.1	0	0	0	0	0	0	0
AL390119.1	0	0	0	0	0	0	0
AC092447.4	0	0	0	0	0	0	0
AL354707.1	8.208022	2.365447	6.991934	4.84837	2.497197	2.327371	8.370627
GBP1P1	0.016055	6.794706	1.845686	0.283572	0.634141	0.53099	2.654765
LINC01107	0	0	0	0	0	0.009778	0
AC104651.1	0	0	0	0	0	0	0
KCNMA1-AS2	0	0	0	0	0	0	0.038882
AC002064.1	0.727503	0.508759	0.499113	0.075332	0.297964	0.092252	0.147119
RPL15P4	0	0	0	0	0.031368	0	0
SNRPFP3	0	0	0	0	0	0	0
GAPDHP16	0	0	0	0	0	0	0
AC104332.1	0	0.020745	0	0	0	0	0.016559
CYP4A22-AS1	0.344446	0.138351	0.383753	0.180636	0.36157	0.557156	0.513811
AC069282.1	0	0.036717	0.064079	0	0	0	0.057225
SSXP5	0	0	0	0	0	0	0
AIFM1P1	0.007474	0	0.013582	0.018251	0	0	0.00631
PCDH8P1	0	0	0	0	0	0.006799	0
LINC00475	0.202908	0.396225	1.496567	0.794514	1.675701	0.035244	2.885696
AL158824.1	0.555392	0.792818	1.327996	0.436551	1.002377	0.44998	1.292876
MTND1P34	0.213151	0.078051	0.075838	0.021326	0.07719	0.137747	0.061787
FAM197Y5	0	0	0	0	0	0	0
LINC01703	0.546646	0.612529	0.547468	0.234053	1.059405	2.4776	4.297672
AL365434.1	0.068678	0	0	0	0	0.351	0
TTTY16	0	0	0	0	0	0	0
AC005237.1	0	0.033586	0.586469	0.22379	0.330355	0.087879	0.89376
AL592114.2	0.799571	0	0	0.332368	0.035458	0	0
IGKV6D-21	0	7.888265	4.557534	0.17399	3.75018	1.064002	0.651113
MKRN2OS	0.884828	0.344826	0.661747	1.553983	0.460319	0.042854	0.115827
AL450384.1	1.471466	1.660532	1.335862	0.55148	1.096027	1.196342	0.818806
Z82206.1	0.043926	0.933638	0.269774	0.204913	1.689333	0.05338	0.373879
SP3P	0	0	0.003992	0	0	0	0.005572
AL807761.2	0	0	0.027662	0	0.023466	0.03199	0
AL731684.1	4.694764	0	0.506878	0.745013	0.284116	0.217878	0
PAWRP1	0	0.066144	0.038504	0	0	0	0.025904
LINC01393	0.025013	0.076468	0.465329	0.020709	0.168825	0.152085	0.038038
STIP1P3	0	0	0.005209	0	0.008922	0	0
AC073325.1	0.184751	0	0	0.088038	0	0	0
OR5BE1P	0	0	0	0	0	0	0
LINC01821	0	0	0.037891	0	0	0	0.014625
ZNF385D-AS1	0	0	0	0	0	0	0
AC245452.2	2.967357	0.282486	0.554866	0	0.589297	0	1.822807
AL162399.1	0	0	0	0	0	0	0
LINC02476	0	0	0	0	0	0	0.007483
LINC01980	0.111115	0.007843	0.086845	0.058524	0.092895	0.021388	0.120962
SELENOKP3	0	0	0.06757	0	0	0	0.020773
AL157827.1	0	0	0	0	0	0	0
NAALADL2-AS1	0	0	0	0	0	0	0
AL359764.1	0	0.03914	0	0	0.253199	0.784363	0.033339
AP000320.1	0	0.043416	0.126118	0.183906	0.21236	0.476425	0.905791
C2CD4D	0.157627	0.64386	0.419538	0.314231	0.547587	1.016351	2.001301
MTCO3P20	0	0.15093	0.029335	0	0.024893	0	0
UBE2D3P2	0	0.094946	0	0	0.046372	0	0
AC083867.1	0	0	0.026433	0	0	0	0
FAM197Y8	0	0	0	0	0	0	0
LINC01710	0.065408	0.058941	0	0	0.05733	0	0.08965
AC006076.1	0	0	0	0	0	0	0
LINC01492	0	0	0.004236	0	0	0.007452	0.053767
AC093155.1	0.380871	0.954391	1.292249	0.448495	1.066493	0.480063	1.594357
CCT4P2	0.063824	0.602738	0.137309	0.037053	1.044353	0.114957	0.076367
AC013733.1	0	0	0	0	0	0	0
DOCK4-AS1	0.005332	0	0.00976	0.004349	0.005586	0.003805	0.027294
RPL35P5	0	0.064948	0.037751	0.112315	0.127803	0.251129	0.248827
DRAXINP1	0	0	0	0	0	0	0
NCBP2-AS1	0.209277	0.066655	0.155196	0.19421	0.065573	0.17447	0.339221
EDNRB-AS1	0.062842	0.030287	0.052925	0	0.119435	0	0
AL358942.1	0.012718	0	0	0	0	0	0
TRIM53AP	0	0	0	0	0	0.006405	0
AC011193.1	0	0	0	0	0	0	0
AC004690.1	0	0	0	0	0	0	0
IPPKP1	0	0	0	0	0	0	0
AC096669.1	0	0	0	0	0	0	0
BX248409.1	0.923007	1.682617	1.729272	0.898894	2.816249	1.1109	1.235353
AC098826.1	0	0	0	0	0	0	0.033608
LINC01623	0.02167	0.0335	0.104998	0.049987	0.029443	0	0.00462
AL606519.1	0.033195	0.031853	0.25966	0	0.094104	0	0.049986
MTOR-AS1	0	0	0	0.042471	0	0	0.061549
AC244394.1	0	0.008692	0.010132	0	0.008681	0	0.014123
AC092813.1	0.016126	0	0.046915	0	0.079548	0.017733	0.021211
AC005281.1	0.01747	0	0	0	0	0	0.02813
CDY20P	0	0	0	0	0	0	0
AC007679.1	0	0	0.02485	0	0	0.014199	0.050945
LINC02158	0.035657	0	0.073036	1.321601	0.21339	0.047929	0.043378
AC099552.2	0	0	0	0	0	0	0
LINCMD1	0	0	0	0.037979	0	0	0.103556
ZNF469	1.044083	2.813637	3.13993	1.969413	2.668813	5.256142	12.730511
RBMY2UP	0	0	0	0	0	0	0
AL138785.1	0	0	0.045396	0	0	0.049099	0
MYT1L-AS1	0	0	0	0	0	0.002956	0
AC104463.1	0	0.066027	0.114665	0.114473	0	0.124931	0
PPIAP17	0	0	0	0	0	0	0
AGBL4-IT1	0	0.190013	0.33151	0	0.03728	0.123513	0.088687
TBL1YP1	0	0	0	0	0	0	0
AC090517.1	0	0	0	0	0	0	0
C9orf135-DT	0	0	0.019107	0	0	0	0.012968
MTND2P28	272.309774	123.357049	373.684313	227.577133	196.441307	607.730399	377.6763
AL161644.1	0	0.013898	0	0	0.05503	0	0
HNRNPA3P15	0	0.015158	0.026565	0	0.015118	0	0.061056
AP001046.1	0	0	0.002857	0	0	0	0.03199
PABPC1P12	0	0	0.003772	0	0	0	0
PGAM1P2	0	0	0.013695	0	0	0.031208	0.168312
LINC01729	0	0.068297	0.158083	0	0.132571	0	0.051553
SNRPEP5	0	0	0	0	0	0	0.080609
AL606491.1	0.08938	0.334087	0.266972	0.070582	0.286197	0.702319	1.551981
RPL35AP4	0	0	0	0	0	0	0
AC005487.1	0.026996	0	0.030705	0	0	0.121943	0
SBDSP1	17.11072	7.446855	11.242515	10.88996	19.160081	6.434751	18.999777
AC064875.1	0.833243	0.330024	0.449071	0.385726	0.293995	0.03075	1.764637
EIF2S2P5	0	0.016268	0	0	0	0	0
KCNMA1-AS3	0.100031	0	0.057227	0.120262	0.024289	0	0
RNF19BPY	0	0	0	0	0	0	0
BX255923.1	0	0.028657	0.02474	0	0.043588	0.023287	0.030157
AL118511.2	0.305626	0.08806	0.203336	0.308604	0.085261	0.054734	1.116496
LINC01716	0	0.095425	0	0	0	0.016364	0
TAF13P2	0	0	0	0.090868	0	0	0
Z99497.1	0	0	0	0	0	0	0
RPL14P5	0	0	0	0	0	0	0
AC012519.1	0	0	0.01728	0.073528	0	0	0.07005
MCRIP1	5.833276	16.17681	16.324612	7.733686	16.077242	42.052854	14.918852
YWHAZP8	0	0	0	0	0	0	0
SAR1AP3	0	0.092818	0.090094	0.230692	0.152437	0.02034	0
RPL23AP27	0	0	0	0	0	0	0
CADM3-AS1	0.027675	0.759716	0.181495	0.098746	0.970742	0.020026	0.089246
FCF1P6	0.031987	0	0.035783	0	0	0.040429	0.072668
CCNT2P1	0	0.022625	0	0	0.056579	0	0.045848
AC104164.1	0.161636	0.279791	0.289676	0.437985	0.827025	0.244946	0.659339
IPO7P2	0	0.008285	0.004865	0.006536	0.025114	0.005683	0
LINC01771	0.034395	0.528179	0.191551	0.027369	0.356173	0.107728	0.721804
AC002378.1	0	0	0	0	0.092335	0.295361	0.21269
AP000619.1	0	0	0	0	0	0.010524	0
AL163953.1	0.023788	0	0.122943	0	0	0	0
AC005730.1	0.416005	0.14658	0.084764	0.127624	0	0	0.165366
PACRG-AS3	0	0.013492	0.004741	0	0	0	0
FAM225B	0.446941	0.518579	0.708994	0.746356	0.359683	0.265011	1.115539
TSPY5P	0	0	0	0	0	0	0
AL442647.1	0.045006	0	0.732725	0.035531	0.205707	0	0
TREML5P	0	0	0	0	0	0.021648	0
LAGE3P1	1.425063	3.983786	2.338813	1.582732	1.417606	3.622087	3.578175
HNRNPA1P35	0	0.06749	0.039639	0	0.050932	0.057159	0.041938
SLC26A6	21.994795	5.22025	5.403137	16.393189	4.199299	4.802206	12.6384
IGHV3-72	0	17.974321	8.859462	9.569372	35.588878	3.593307	0.339047
EIF4A1P13	0	0	0	0	0	0	0
AC114737.1	0	0	0	0	0.022545	0	0.017773
AC004899.1	0	0	0	0	0	0	0
PTPRD-AS1	0.142194	0.20245	0.349715	0.134102	0.032151	0.066829	0.105762
AL354984.2	0.243469	0	0.017963	0	0	0	0.018047
AL355149.1	0	0	0.010784	0	0	0.025004	0.106307
AL512326.1	0	0	0.05514	0	0	0.047102	0.037558
ATP5MC2P1	0	0	0	0	0	0	0
RPL30P1	0	0	0	0	0	0	0
AL512504.1	0	0.021399	0	0	0	0	0
ELOCP13	0	0	0	0	0	0	0
AC092100.1	0.12049	0.024486	0	0	0	0	0
NMNAT1P2	0	0	0	0	0	0	0
AL031846.1	0.032158	0.537962	0.036038	0.025632	0.274386	0.07413	0.06457
AL592166.1	0.244796	0.241904	0.061686	0.052879	0.07542	0.180093	0.179358
BX890604.1	0	0	0	0	0	0	0
MTND6P15	0	0	0	0	0	0.024234	0
ASH2LP3	0.051101	0.035158	0.035986	0	0.026429	0.059831	0.093005
FAM66E	0	0.180894	0.129876	0.066133	0.073564	0.048061	0.569279
AC007000.2	0.969507	0.824728	0.814903	0.348182	1.413376	0.106761	0.894532
AL139184.1	0.061306	0	0.023718	0.049321	0	0.013571	0
AL034399.1	0	0	0.035679	0	0	0	0.046743
AL096772.1	0	0	0	0	0	0	0
AP001627.1	0.007897	0.081656	0.057318	0.032126	0.024565	0.005564	0.15968
FGD5-AS1	23.858751	28.491651	25.439351	18.562128	47.641758	17.488758	99.992034
NEK4P1	0	0	0.053499	0	0	0.01228	0
NRG3-AS1	0	0	0	0	0	0	0.026883
NPM1P18	0	0	0	0	0.069387	0.015413	0.092319
ELOCP6	0	0	0	0	0	0	0
AC245517.1	0	0	0	0	0	0	0
LINC02036	0	0.017553	3.571296	0	0.665305	2.223928	3.967814
AC017002.2	0	0	0	0.016944	0	0	0
MEG8	3.213278	11.165819	13.307265	4.267607	3.241404	1.371804	15.088421
AL357500.1	0.766263	0.649839	0.935145	0.285775	0.837721	0.333195	1.280141
AC087501.1	0	0	0	0	0	0	0.01898
AL023581.1	0	0	0	0	0	0	0
AL451063.1	0	0	0	0	0	0	0
DBH-AS1	0.126319	5.358695	0.280388	0.216154	2.056354	0.12558	1.560557
RPS17P17	0	0	0	0	0	0	0
LINC00489	0	0	0	0	0	0	0
LINC00431	0.012737	0	0.101719	0	0.025918	0.027409	0.010658
AL596247.1	0.521084	1.055744	1.727151	1.063679	1.780314	0.954985	4.132426
LINC01389	0	0	0.02427	0.035291	0	0.081037	0.193998
P3H2-AS1	0.02364	0	0.014763	0.05682	0.046113	0.152537	0.426672
LINC01831	0	0	0	0	0	0	0
DHRS4L1	0.308029	0.079447	0.449046	0.471488	0.079531	0.229852	0.656615
AL049637.1	0	0	0	0	0	0	0
AL161646.1	0	0	0.359691	0.184716	0.353019	0.041457	2.156697
CROCCP1	0	0.002343	0	0.001821	0	0	0
RPS29P3	0.32729	0	0.332935	0	0	0	0
SIRPAP1	0.086328	0.016185	0.00473	0	0.008113	0.152689	0.735498
AL137220.1	0.027237	0	0	0	0	0	0
DDX39AP1	0	0	0	0	0	0	0
PROSER2-AS1	0.008291	0.199579	0.030477	0.010154	0.04364	0.538141	0.028461
AL122001.1	1.372415	1.354279	1.53095	0.055844	2.192431	1.262466	1.513494
OR6V1	0.044864	0	0.008834	0.03627	0	0	0.012182
MIAT	1.662125	5.387606	8.887751	5.28137	5.295398	2.155337	2.761901
AL109610.1	0	0	0	0	0	0	0
LSM3P3	0	0	0	0	0.08832	0	0.068083
AC007953.1	0.38584	0	0.136492	0.027897	0.065904	0.131495	0.157334
TRAM2-AS1	5.97801	1.144012	2.383987	1.496355	2.25795	1.18846	5.550012
AC004540.2	0	1.079732	0.068963	0.048899	0.535576	0.306528	2.037055
AL080250.1	0.65347	0.767279	0.957919	0.979431	1.437095	0.709664	0.987926
AC073321.1	0	0	0.031406	0	0	0	0
AC006463.1	0	0	0	0	0	0	0
MTND4P23	0	0	0.031733	0	0.010862	0	0.008806
UBDP1	0	0.061052	0	0.052731	0	0	0
AC025918.1	0	0.182342	0.070419	0	0.236379	0	0
RABEPKP1	0	0	0	0	0	0	0
WARSP1	0	0.045988	0	0.039103	0	0.029593	0
MRPS11P1	0	0	0	0	0	0	0
DEFB131B	0	0	0.106435	0	0	0	0
AL121917.1	0.837074	0.934154	2.366301	0.445214	1.483742	3.914115	1.950519
AC069281.1	0	0.032656	0.019031	0	0	0.021683	0
DNAJC19P5	3.648132	3.419949	5.973786	2.245152	4.636974	0.585328	4.277803
RBMY2KP	0	0	0	0	0	0	0
AL354771.1	0	0	0	0	0	0	0
AC009299.1	7.506129	0.095233	0.277726	0.563168	0.04717	0.015812	0
GRPEL2P2	0	0	0	0	0	0	0
AC092669.1	0	0	0.01032	0	0	0	0
GTF3AP5	0	0	0	0	0.024472	0	0
AC118653.1	0	0	0	0	0	0.063791	0
AC013269.2	0	0.047644	0	0.081196	0	0	0
UBXN7-AS1	0.266744	0.359875	1.042521	0.310587	0.174982	0	0.319017
RPL7P45	0	0	0	0	0	0	0
IGHD6-25	0	0	0	0	0	0	0
LINC00626	0	0	0.00966	0.039797	0.049429	0	0.053168
SFTPA3P	0	0	0.075731	0	0	0.082542	0.049477
FAM229A	6.112621	2.349251	2.5981	1.534873	2.523099	1.949343	4.313286
ERCC6	7.376826	9.369462	10.351919	5.902249	13.292109	6.957419	20.977677
RPS18P1	0	0	0	0	0	0	0
AL035090.1	0	0	0	0	0	0	0
GS1-594A7.3	0.809713	0	1.355269	0.322325	0.827502	3.687006	0.25387
AL157400.1	0	0	0.037689	0	0	0	0
TRMT2B-AS1	0	0	0.115166	0	0.393336	0	0.146779
AC010970.1	0.029769	0.069362	0.072139	0	0.038661	0.010511	0.087983
AC139712.2	0	0	0	0	0.072933	0.094253	0.056516
NIPA2P1	0	0	0	0	0	0	0
AC112719.1	0	0	0	0	0	0	0
MKRN7P	0.007841	0.177647	0.069226	0.02552	0.325165	0.007315	1.033744
AL355490.1	0.020608	0.081925	0.095624	0.116041	0	0	0.049067
HLA-S	0	0	0	0	0	0	0
